date,pred,return,remain,cumprod,actual_binary,pred_binary
2019-09-14 00:00:00+00:00,0.003094589,0.004522394877172,1.004522394877172,1.004522394877172,1,1
2019-09-15 00:00:00+00:00,0.0016449122,0.0022201992238191,1.002220199223819,1.0067526347185871,1,1
2019-09-16 00:00:00+00:00,0.004048015,0.0039532823635676,1.0039532823635675,1.0107326121538953,1,1
2019-09-17 00:00:00+00:00,0.0027844606,0.0023024130670366,1.0023024130670366,1.0130597361273985,1,1
2019-09-18 00:00:00+00:00,0.012691716,0.0126635704832268,1.0126635704832267,1.025888689499567,1,1
2019-09-19 00:00:00+00:00,-0.013710211,-0.0146831058595832,0.9853168941404168,1.0108254572714956,-1,-1
2019-09-20 00:00:00+00:00,0.0007836971,0.0005067482105147,1.0005067482105148,1.0113376912631107,1,1
2019-09-21 00:00:00+00:00,-0.016900405,-0.0175331349707946,0.9824668650292054,0.9936057710211428,-1,-1
2019-09-22 00:00:00+00:00,-0.009418432,-0.0090155281365956,0.9909844718634044,0.9846478902358179,-1,-1
2019-09-23 00:00:00+00:00,-0.013143743,-0.0123607562737208,0.9876392437262792,0.9724768976491796,-1,-1
2019-09-24 00:00:00+00:00,-0.06249987,-0.0660297166603031,0.9339702833396969,0.9082645236387137,-1,-1
2019-09-25 00:00:00+00:00,-0.11803674,-0.1278429315654922,0.8721570684345078,0.7921493242998052,-1,-1
2019-09-26 00:00:00+00:00,-0.0018755919,0.0039230775484264,1.0039230775484265,0.795256987528967,1,-1
2019-09-27 00:00:00+00:00,-0.0137256,-0.0081895953859092,0.9918104046140908,0.7887441545732877,-1,-1
2019-09-28 00:00:00+00:00,0.034603678,0.042715162331536,1.042715162331536,0.8224354891739358,1,1
2019-09-29 00:00:00+00:00,-0.009137645,-0.0028624505586477,0.9971375494413524,0.8200813082484982,-1,-1
2019-09-30 00:00:00+00:00,0.0068313973,0.0128115954214428,1.0128115954214427,0.8305878581824655,1,1
2019-10-01 00:00:00+00:00,0.008086214,0.0105412493089444,1.0105412493089445,0.8393432918685492,1,1
2019-10-02 00:00:00+00:00,-0.15249659,-0.1744061279883973,0.8255938720116027,0.6929566782807203,-1,-1
2019-10-03 00:00:00+00:00,-0.010707935,-0.0080985055898916,0.9919014944101084,0.6873447647481111,-1,-1
2019-10-04 00:00:00+00:00,0.0046437727,0.0073532496177159,1.007353249617716,0.6923989823767343,1,1
2019-10-05 00:00:00+00:00,0.010310163,0.0115789284221196,1.0115789284221195,0.7004162206332228,1,1
2019-10-06 00:00:00+00:00,-0.0059192413,-0.0054001295634783,0.9945998704365216,0.6966338822934416,-1,-1
2019-10-07 00:00:00+00:00,0.024753626,0.0272206486690609,1.027220648669061,0.7155967084543153,1,1
2019-10-08 00:00:00+00:00,0.028052386,0.0299230487393073,1.0299230487393074,0.7370095436390818,1,1
2019-10-09 00:00:00+00:00,0.031782955,0.029857910550888,1.029857910550888,0.7590151086682083,1,1
2019-10-10 00:00:00+00:00,0.02122347,0.0184566139610351,1.0184566139610352,0.7730239575194906,1,1
2019-10-11 00:00:00+00:00,-0.004451913,-0.0076221446058164,0.9923778553941836,0.7671318571315165,-1,-1
2019-10-12 00:00:00+00:00,-0.005772994,-0.0079161063225177,0.9920838936774823,0.761059159787073,-1,-1
2019-10-13 00:00:00+00:00,0.022287678,0.0200044335898556,1.0200044335898557,0.7762837172069849,1,1
2019-10-14 00:00:00+00:00,-0.0009741357,-0.0025094493997016,0.9974905506002985,0.7743356724988417,-1,-1
2019-10-15 00:00:00+00:00,0.021957584,0.021875067713655,1.021875067713655,0.7912743177678525,1,1
2019-10-16 00:00:00+00:00,-0.02727497,-0.0291539107855892,0.9708460892144108,0.7682055769007207,-1,-1
2019-10-17 00:00:00+00:00,-0.016796969,-0.0163175306666598,0.9836824693333402,0.7556703588413441,-1,-1
2019-10-18 00:00:00+00:00,0.0007395359,0.0019569589228526,1.0019569589228525,0.7571491746928138,1,1
2019-10-19 00:00:00+00:00,-0.007723932,-0.0070726349679218,0.9929273650320782,0.7517941349639483,-1,-1
2019-10-20 00:00:00+00:00,0.004972078,0.0070312709423239,1.007031270942324,0.7570802032197299,1,1
2019-10-21 00:00:00+00:00,0.013882152,0.0154694158201313,1.0154694158201314,0.7687917916925255,1,1
2019-10-22 00:00:00+00:00,-0.0044836295,-0.0033690671373782,0.9966309328626218,0.7662016805316482,-1,-1
2019-10-23 00:00:00+00:00,-0.04323582,-0.045728551831249,0.954271448168751,0.7311643872702666,-1,-1
2019-10-24 00:00:00+00:00,-0.04462393,-0.0461117311255763,0.9538882688744237,0.6974491316358633,-1,-1
2019-10-25 00:00:00+00:00,0.041119557,0.0463064654449667,1.0463064654449667,0.7297455357495815,1,1
2019-10-26 00:00:00+00:00,0.087822996,0.0924885220430864,1.0924885220430864,0.7972386218186005,1,1
2019-10-27 00:00:00+00:00,-0.0029641264,0.001476150504089,1.001476150504089,0.7984154660120772,1,-1
2019-10-28 00:00:00+00:00,0.02085444,0.0258943387295607,1.0258943387295607,0.8190899065359141,1,1
2019-10-29 00:00:00+00:00,-0.004638881,-0.0010660161610154,0.9989339838389846,0.8182167434582222,-1,-1
2019-10-30 00:00:00+00:00,-0.008075211,-0.0072471632885121,0.992752836711488,0.8122869931129858,-1,-1
2019-10-31 00:00:00+00:00,0.0017291578,0.0012483035324759,1.001248303532476,0.813300973835873,1,1
2019-11-01 00:00:00+00:00,-0.0057665734,-0.0030358012778868,0.9969641987221132,0.8108319537001955,-1,-1
