date,port_l_365_100_7d_test,port_l_365_100_7d_pred,port_l_365_100_30d_test,port_l_365_100_30d_pred,port_l_365_100_180d_test,port_l_365_100_180d_pred,port_l_365_100_365d_test,port_l_365_100_365d_pred
2019-09-14 00:00:00+00:00,-0.0145212251878486,0.0145212251878486,-0.0145212251878486,0.0145212251878486,-0.0145212251878486,0.0145212251878486,-0.0145212251878486,0.0145212251878486
2019-09-15 00:00:00+00:00,-0.0142341059145715,0.0142341059145715,-0.0142341059145715,0.0148083444611257,-0.0142341059145715,0.0148083444611257,-0.0142341059145715,0.0148083444611257
2019-09-16 00:00:00+00:00,-0.030087527851442503,0.030087527851442503,-0.030087527851442503,0.030661766397996698,-0.030087527851442503,0.030661766397996698,-0.030087527851442503,0.030661766397996698
2019-09-17 00:00:00+00:00,-0.026269186084148303,0.033905869618736706,-0.026269186084148303,0.0344801081652909,-0.026269186084148303,0.0344801081652909,-0.026269186084148303,0.0344801081652909
2019-09-18 00:00:00+00:00,-0.017000757006921902,0.043174298695963106,-0.017000757006921902,0.0437485372425173,-0.017000757006921902,0.0437485372425173,-0.017000757006921902,0.0437485372425173
2019-09-19 00:00:00+00:00,-0.0371376176719922,0.0633111593610334,-0.0371376176719922,0.0638853979075876,-0.0371376176719922,0.0638853979075876,-0.0371376176719922,0.0638853979075876
2019-09-20 00:00:00+00:00,-0.018062151576688303,0.0823866254563373,-0.018062151576688303,0.0829608640028915,-0.018062151576688303,0.0829608640028915,-0.018062151576688303,0.0829608640028915
2019-09-21 00:00:00+00:00,-0.028071134785101804,0.0923956086647508,-0.028071134785101804,0.092969847211305,-0.028071134785101804,0.092969847211305,-0.028071134785101804,0.092969847211305
2019-09-22 00:00:00+00:00,-0.0403420626145594,0.1046665364942084,-0.0403420626145594,0.1052407750407626,-0.0403420626145594,0.1052407750407626,-0.0403420626145594,0.1052407750407626
2019-09-23 00:00:00+00:00,-0.0532447864849516,0.11756926036460061,-0.0532447864849516,0.1181434989111548,-0.0532447864849516,0.1181434989111548,-0.0532447864849516,0.1181434989111548
2019-09-24 00:00:00+00:00,-0.10518175946190861,0.16950623334155762,-0.10518175946190861,0.17008047188811182,-0.10518175946190861,0.17008047188811182,-0.10518175946190861,0.17008047188811182
2019-09-25 00:00:00+00:00,-0.2254704178614297,0.28979489174107875,-0.2254704178614297,0.2903691302876329,-0.2254704178614297,0.2903691302876329,-0.2254704178614297,0.2903691302876329
2019-09-26 00:00:00+00:00,-0.24830454441691122,0.31262901829656026,-0.24830454441691122,0.3132032568431144,-0.24830454441691122,0.3132032568431144,-0.24830454441691122,0.3132032568431144
2019-09-27 00:00:00+00:00,-0.27348588204645663,0.33781035592610564,-0.27348588204645663,0.3383845944726598,-0.27348588204645663,0.3383845944726598,-0.27348588204645663,0.3383845944726598
2019-09-28 00:00:00+00:00,-0.24189116301825014,0.36940507495431213,-0.24189116301825014,0.36997931350086627,-0.24189116301825014,0.36997931350086627,-0.24189116301825014,0.36997931350086627
2019-09-29 00:00:00+00:00,-0.250003135945472,0.377517047881534,-0.250003135945472,0.37809128642808815,-0.250003135945472,0.37809128642808815,-0.250003135945472,0.37809128642808815
2019-09-30 00:00:00+00:00,-0.23239386745446552,0.39512631637254053,-0.23239386745446552,0.39570055491909467,-0.23239386745446552,0.39570055491909467,-0.23239386745446552,0.39570055491909467
2019-10-01 00:00:00+00:00,-0.25202180419538744,0.4147542531134624,-0.25202180419538744,0.41532849166001656,-0.25202180419538744,0.41532849166001656,-0.25202180419538744,0.41532849166001656
2019-10-02 00:00:00+00:00,-0.44758491812060486,0.6103173670386799,-0.44758491812060486,0.610891605585234,-0.44758491812060486,0.610891605585234,-0.44758491812060486,0.610891605585234
2019-10-03 00:00:00+00:00,-0.45954847704887175,0.6222809259669468,-0.45954847704887175,0.622855164513501,-0.45954847704887175,0.622855164513501,-0.45954847704887175,0.622855164513501
2019-10-04 00:00:00+00:00,-0.44536145826584717,0.6364679447499715,-0.44536145826584717,0.6370421832965256,-0.44536145826584717,0.6370421832965256,-0.44536145826584717,0.6370421832965256
2019-10-05 00:00:00+00:00,-0.40402499241429457,0.6778044106015241,-0.40402499241429457,0.6783786491480782,-0.40402499241429457,0.6783786491480782,-0.40402499241429457,0.6783786491480782
2019-10-06 00:00:00+00:00,-0.4169976988257495,0.690777117012979,-0.4169976988257495,0.6913513555595331,-0.4169976988257495,0.6913513555595331,-0.4169976988257495,0.6913513555595331
2019-10-07 00:00:00+00:00,-0.3335064910301467,0.7742683248085818,-0.3335064910301467,0.7748425633551359,-0.3335064910301467,0.7748425633551359,-0.3335064910301467,0.7748425633551359
2019-10-08 00:00:00+00:00,-0.2607850256618546,0.8469897901768739,-0.2607850256618546,0.8475640287234281,-0.2607850256618546,0.8475640287234281,-0.2607850256618546,0.8475640287234281
2019-10-09 00:00:00+00:00,-0.25658128813657527,0.8511935277021532,-0.25658128813657527,0.8517677662487073,-0.25658128813657527,0.8517677662487073,-0.25658128813657527,0.8517677662487073
2019-10-10 00:00:00+00:00,-0.20524279042813648,0.902532025410592,-0.20524279042813648,0.9031062639571461,-0.20524279042813648,0.9031062639571461,-0.20524279042813648,0.9031062639571461
2019-10-11 00:00:00+00:00,-0.1780326977441521,0.9297421180945764,-0.1780326977441521,0.9303163566411305,-0.1780326977441521,0.9303163566411305,-0.1780326977441521,0.9303163566411305
2019-10-12 00:00:00+00:00,-0.1642746800027628,0.9435001358359657,-0.1642746800027628,0.9440743743825198,-0.1642746800027628,0.9440743743825198,-0.1642746800027628,0.9440743743825198
2019-10-13 00:00:00+00:00,-0.1459907039834728,0.9617841118552557,-0.1459907039834728,0.9623583504018098,-0.1459907039834728,0.9623583504018098,-0.1459907039834728,0.9623583504018098
2019-10-14 00:00:00+00:00,-0.136958203429774,0.9708166124089544,-0.136958203429774,0.9713908509555086,-0.136958203429774,0.9713908509555086,-0.136958203429774,0.9713908509555086
2019-10-15 00:00:00+00:00,-0.10941722468668459,0.9983575911520438,-0.10941722468668459,0.998931829698598,-0.10941722468668459,0.998931829698598,-0.10941722468668459,0.998931829698598
2019-10-16 00:00:00+00:00,-0.03213207471097779,1.0756427411277507,-0.03213207471097779,1.0762169796743049,-0.03213207471097779,1.0762169796743049,-0.03213207471097779,1.0762169796743049
2019-10-17 00:00:00+00:00,0.012581539115398811,1.1203563549541273,0.012581539115398811,1.1209305935006815,0.012581539115398811,1.1209305935006815,0.012581539115398811,1.1209305935006815
2019-10-18 00:00:00+00:00,0.002349060013909712,1.1305888340556165,0.002349060013909712,1.1311630726021706,0.002349060013909712,1.1311630726021706,0.002349060013909712,1.1311630726021706
2019-10-19 00:00:00+00:00,0.003932095009920912,1.1321718690516276,0.003932095009920912,1.1327461075981817,0.003932095009920912,1.1327461075981817,0.003932095009920912,1.1327461075981817
2019-10-20 00:00:00+00:00,0.01787794540812871,1.1461177194498353,0.01787794540812871,1.1466919579963895,0.01787794540812871,1.1466919579963895,0.01787794540812871,1.1466919579963895
2019-10-21 00:00:00+00:00,0.02773508502339151,1.1559748590650982,0.02773508502339151,1.1565490976116521,0.02773508502339151,1.1565490976116521,0.02773508502339151,1.1565490976116521
2019-10-22 00:00:00+00:00,0.012579433929329911,1.1711305101591598,0.012579433929329911,1.1717047487057137,0.012579433929329911,1.1717047487057137,0.012579433929329911,1.1717047487057137
2019-10-23 00:00:00+00:00,-0.02877131469946049,1.21248125878795,-0.02877131469946049,1.213055497334504,-0.02877131469946049,1.213055497334504,-0.02877131469946049,1.213055497334504
2019-10-24 00:00:00+00:00,-0.06625009791348459,1.2499600420019743,-0.06625009791348459,1.2505342805485282,-0.06625009791348459,1.2505342805485282,-0.06625009791348459,1.2505342805485282
2019-10-25 00:00:00+00:00,-0.02404178685221279,1.2921683530632462,-0.02404178685221279,1.2927425916098,-0.02404178685221279,1.2927425916098,-0.02404178685221279,1.2927425916098
2019-10-26 00:00:00+00:00,0.053944514237917705,1.3701546541533767,0.053944514237917705,1.3707288926999306,0.053944514237917705,1.3707288926999306,0.053944514237917705,1.3707288926999306
2019-10-27 00:00:00+00:00,0.050962901559509506,1.3731362668317848,0.050962901559509506,1.3677472800215225,0.050962901559509506,1.3737105053783387,0.050962901559509506,1.3737105053783387
2019-10-28 00:00:00+00:00,0.06384011512326421,1.3860134803955395,0.06384011512326421,1.3806244935852772,0.06384011512326421,1.3865877189420934,0.06384011512326421,1.3865877189420934
2019-10-29 00:00:00+00:00,0.0664233575626468,1.383430237956157,0.0664233575626468,1.3832077360246597,0.0664233575626468,1.389170961381476,0.0664233575626468,1.389170961381476
2019-10-30 00:00:00+00:00,0.06351787857897791,1.3863357169398258,0.06351787857897791,1.3803022570409909,0.06351787857897791,1.3920764403651449,0.06351787857897791,1.3920764403651449
2019-10-31 00:00:00+00:00,0.05148236012077921,1.3983712353980244,0.05148236012077921,1.3923377754991895,0.05148236012077921,1.4041119588233435,0.05148236012077921,1.4041119588233435
2019-11-01 00:00:00+00:00,0.04059936043724151,1.4092542350815622,0.04059936043724151,1.4032207751827273,0.04059936043724151,1.4149949585068813,0.04059936043724151,1.4149949585068813
2019-11-02 00:00:00+00:00,0.07323961900837012,1.4418944936526907,0.07323961900837012,1.4358610337538558,0.07323961900837012,1.4476352170780098,0.07323961900837012,1.4476352170780098
2019-11-03 00:00:00+00:00,0.06942246814020572,1.445711644520855,0.06942246814020572,1.4320438828856914,0.06942246814020572,1.4438180662098454,0.06942246814020572,1.4514523679461742
2019-11-04 00:00:00+00:00,0.07782580274475093,1.4541149791254002,0.07782580274475093,1.4404472174902365,0.07782580274475093,1.4522214008143906,0.07782580274475093,1.4598557025507193
2019-11-05 00:00:00+00:00,0.07727030961312042,1.4546704722570307,0.07727030961312042,1.439891724358606,0.07727030961312042,1.45166590768276,0.07727030961312042,1.4593002094190888
2019-11-06 00:00:00+00:00,0.09252413560567932,1.4699242982495897,0.09252413560567932,1.455145550351165,0.09252413560567932,1.466919733675319,0.09252413560567932,1.4745540354116478
2019-11-07 00:00:00+00:00,0.08103180053402673,1.4814166333212424,0.08103180053402673,1.4666378854228177,0.08103180053402673,1.4784120687469717,0.08103180053402673,1.4860463704833005
2019-11-08 00:00:00+00:00,0.07557699206979182,1.4868714417854774,0.07557699206979182,1.4720926938870527,0.07557699206979182,1.4838668772112067,0.07557699206979182,1.4915011789475354
2019-11-09 00:00:00+00:00,0.06577482303022712,1.496673610825042,0.06577482303022712,1.4818948629266173,0.06577482303022712,1.4936690462507713,0.06577482303022712,1.5013033479871
2019-11-10 00:00:00+00:00,0.08330490483418622,1.5142036926290012,0.08330490483418622,1.4994249447305765,0.08330490483418622,1.5111991280547306,0.08330490483418622,1.5188334297910593
2019-11-11 00:00:00+00:00,0.07805251920945622,1.5194560782537312,0.07805251920945622,1.5046773303553065,0.07805251920945622,1.5164515136794605,0.07805251920945622,1.5240858154157892
2019-11-12 00:00:00+00:00,0.08373945736052361,1.5251430164047985,0.08373945736052361,1.5103642685063738,0.08373945736052361,1.5221384518305279,0.08373945736052361,1.5297727535668566
2019-11-13 00:00:00+00:00,0.07821832622688121,1.530664147538441,0.07821832622688121,1.5158853996400163,0.07821832622688121,1.5276595829641704,0.07821832622688121,1.535293884700499
2019-11-14 00:00:00+00:00,0.08078060116938772,1.5332264224809475,0.08078060116938772,1.5184476745825228,0.08078060116938772,1.5302218579066769,0.08078060116938772,1.5378561596430056
2019-11-15 00:00:00+00:00,0.08963224882074472,1.5420780701323045,0.08963224882074472,1.5272993222338798,0.08963224882074472,1.5390735055580338,0.08963224882074472,1.5467078072943625
