date,pred,return,remain,cumprod,actual_binary,pred_binary
2019-09-14 00:00:00+00:00,0.014020328,0.0086638973851249,1.008663897385125,1.008663897385125,1,1
2019-09-15 00:00:00+00:00,0.010970626,0.005454616678532,1.005454616678532,1.014165772302835,1,1
2019-09-16 00:00:00+00:00,0.0071208035,0.0012053917695179,1.0012053917695178,1.0153882393776956,1,1
2019-09-17 00:00:00+00:00,0.0141542405,0.0085846124083677,1.0085846124083677,1.0241049538567681,1,1
2019-09-18 00:00:00+00:00,0.021669764,0.0165459431439443,1.0165459431439443,1.041049736196714,1,1
2019-09-19 00:00:00+00:00,-0.014337634,-0.0219838066158956,0.9780161933841044,1.0181635001186362,-1,-1
2019-09-20 00:00:00+00:00,0.006858464,0.0007302079487753,1.0007302079487752,1.0189069711995755,1,1
2019-09-21 00:00:00+00:00,-0.005133449,-0.0122382290062123,0.9877617709937877,1.006437354350009,-1,-1
2019-09-22 00:00:00+00:00,-0.014684601,-0.0222450579613102,0.9777549420386898,0.9840490970680653,-1,-1
2019-09-23 00:00:00+00:00,-0.0038528568,-0.0109012174055944,0.9890987825944056,0.9733217639231475,-1,-1
2019-09-24 00:00:00+00:00,-0.055552267,-0.0637184687879225,0.9362815312120775,0.9113031914880048,-1,-1
2019-09-25 00:00:00+00:00,-0.12394751,-0.1349331741050382,0.8650668258949619,0.788338159288477,-1,-1
2019-09-26 00:00:00+00:00,0.005704125,-0.0007998965768106,0.9992001034231894,0.7877075702934929,-1,1
2019-09-27 00:00:00+00:00,-0.01261648,-0.0182343790287272,0.9817656209712728,0.7733442118929637,-1,-1
2019-09-28 00:00:00+00:00,0.04741298,0.039389321351573,1.039389321351573,0.8038057155705945,1,1
2019-09-29 00:00:00+00:00,0.0033212265,-0.003307256332836,0.996692743667164,0.801147324027404,-1,1
2019-09-30 00:00:00+00:00,0.03182756,0.0245063932780107,1.0245063932780107,0.8207805554236455,1,1
2019-10-01 00:00:00+00:00,0.013937625,0.0070260466055559,1.0070260466055558,0.826547397858986,1,1
2019-10-02 00:00:00+00:00,-0.15452355,-0.1684469873556983,0.8315530126443017,0.6873179787829481,-1,-1
2019-10-03 00:00:00+00:00,-0.0031118935,-0.0061312376323146,0.9938687623676854,0.6831038689260677,-1,-1
2019-10-04 00:00:00+00:00,0.010281357,0.0057620248149461,1.0057620248149461,0.6870399303700054,1,1
2019-10-05 00:00:00+00:00,0.01735167,0.0115144552940071,1.0115144552940072,0.6949508209334486,1,1
2019-10-06 00:00:00+00:00,-0.0046854736,-0.0089806403056812,0.9910193596943188,0.6887097175805075,-1,-1
2019-10-07 00:00:00+00:00,0.03796949,0.0297512923521088,1.0297512923521088,0.7091997217339835,1,1
2019-10-08 00:00:00+00:00,0.032017335,0.0242718004511883,1.0242718004511884,0.7264132758599491,1,1
2019-10-09 00:00:00+00:00,0.033218097,0.0250997533884835,1.0250997533884836,0.7446460699421543,1,1
2019-10-10 00:00:00+00:00,0.029421424,0.021461404070977,1.021461404070977,0.7606272201390479,1,1
2019-10-11 00:00:00+00:00,-0.021283275,-0.0272940467154271,0.9727059532845729,0.7398666252595473,-1,-1
2019-10-12 00:00:00+00:00,0.007821776,0.0010515996117806,1.0010515996117806,0.7406446687154397,1,1
2019-10-13 00:00:00+00:00,0.02444074,0.0167758539938817,1.0167758539938816,0.7530696155391566,1,1
2019-10-14 00:00:00+00:00,0.01016964,0.0032452125394692,1.0032452125394693,0.7555134864985976,1,1
2019-10-15 00:00:00+00:00,0.011129689,0.0041761448192834,1.0041761448192834,0.7586686202311375,1,1
2019-10-16 00:00:00+00:00,0.0075503727,0.0007568296035119,1.0007568296035119,0.7592428031021838,1,1
2019-10-17 00:00:00+00:00,-0.011000224,-0.0167529736250008,0.9832470263749992,0.7465232284468413,-1,-1
2019-10-18 00:00:00+00:00,0.011645962,0.0050930276513659,1.0050930276513659,0.7503252918917079,1,1
2019-10-19 00:00:00+00:00,0.00546642,-0.0010394161845669,0.9989605838154331,0.7495453916396257,-1,1
2019-10-20 00:00:00+00:00,0.008737994,0.0020582194356558,1.0020582194356558,0.7510881205326047,1,1
2019-10-21 00:00:00+00:00,0.027821142,0.0199225787913653,1.0199225787913653,0.766051732793174,1,1
2019-10-22 00:00:00+00:00,0.0030486498,-0.0039503255313226,0.9960496744686774,0.7630255790748072,-1,1
2019-10-23 00:00:00+00:00,-0.040004898,-0.0459627637978462,0.9540372362021537,0.727954814612077,-1,-1
2019-10-24 00:00:00+00:00,-0.02517273,-0.0316758078976677,0.9683241921023323,0.7048962577462425,-1,-1
2019-10-25 00:00:00+00:00,0.05263709,0.0482059870047163,1.0482059870047162,0.7388764775868311,1,1
2019-10-26 00:00:00+00:00,0.07668818,0.078082379094947,1.078082379094947,0.7965697108141051,1,1
2019-10-27 00:00:00+00:00,0.008022898,0.0042505909444575,1.0042505909444575,0.7999556028135206,1,1
2019-10-28 00:00:00+00:00,0.030852584,0.0289006290260381,1.028900629026038,0.8230748229277348,1,1
2019-10-29 00:00:00+00:00,0.0038000923,-0.0003834130163482,0.9996165869836517,0.8227592453271958,-1,1
2019-10-30 00:00:00+00:00,-0.00066934247,-0.0054054372518281,0.9945945627481719,0.8183118718532182,-1,-1
2019-10-31 00:00:00+00:00,-0.002303069,-0.0073080051321756,0.9926919948678244,0.8123316444939946,-1,-1
2019-11-01 00:00:00+00:00,0.005530499,0.0040711787404687,1.0040711787404688,0.8156387918152687,1,1
2019-11-02 00:00:00+00:00,0.018410811,0.0187135043617129,1.0187135043617128,0.8309022519034859,1,1
